,date,open,high,low,close,volume,RSI,new_close,slope_ema20,slope_sma20,slope_ema7,ema7,ema20,ema50,ema100,ema200,ubb,sma20,lbb,trend
0,2022-08-29 09:15:00+05:30,38111.6,38224.9,37944.25,38185.8,0,,0.4312988021750098,,,,,,,,,,,,u
1,2022-08-29 09:30:00+05:30,38182.0,38290.65,38164.3,38285.95,0,,4.525571317607504,,,,,,,,,,,,u
2,2022-08-29 09:45:00+05:30,38282.95,38360.6,38252.6,38346.8,0,,7.013204693185193,,,,,,,,,,,,u
3,2022-08-29 10:00:00+05:30,38345.95,38394.35,38321.45,38347.2,0,,7.029557254404857,,,,,,,,,,,,u
4,2022-08-29 10:15:00+05:30,38345.95,38372.1,38289.85,38322.8,0,,6.032051019991129,,,,,,,,,,,,u
5,2022-08-29 10:30:00+05:30,38322.55,38344.2,38232.1,38258.1,0,,3.387024242671951,,,,,,,,,,,,u
6,2022-08-29 10:45:00+05:30,38257.55,38272.7,38211.1,38232.7,0,,2.3486366052081733,,,,38283.0,,,,,,,,u
7,2022-08-29 11:00:00+05:30,38230.55,38278.1,38161.45,38175.25,0,,0.0,,,-48.0,38256.0,,,,,,,,u
8,2022-08-29 11:15:00+05:30,38172.65,38300.2,38160.6,38238.65,0,,2.59188095335438,,,-11.0,38252.0,,,,,,,,u
9,2022-08-29 11:30:00+05:30,38238.9,38302.7,38236.8,38255.8,0,,3.2929970156576984,,,6.0,38253.0,,,,,,,,u
10,2022-08-29 11:45:00+05:30,38255.55,38281.15,38237.25,38276.35,0,,4.133109848329938,,,11.0,38259.0,,,,,,,,u
11,2022-08-29 12:00:00+05:30,38277.4,38300.2,38248.9,38273.05,0,,3.9982012182659323,,,11.0,38262.0,,,,,,,,u
12,2022-08-29 12:15:00+05:30,38273.2,38330.9,38268.85,38326.35,0,,6.177180000817573,,,31.0,38278.0,,,,,,,,u
13,2022-08-29 12:30:00+05:30,38327.55,38379.2,38274.6,38279.65,0,,4.26801847839424,,,-0.0,38279.0,,,,,,,,u
14,2022-08-29 12:45:00+05:30,38277.6,38296.7,38215.8,38262.6,0,56.9,3.570990556395838,,,-6.0,38275.0,,,,,,,,u
15,2022-08-29 13:00:00+05:30,38259.95,38306.7,38232.7,38259.4,0,56.6,3.4401700666367483,,,-11.0,38271.0,,,,,,,,u
16,2022-08-29 13:15:00+05:30,38258.55,38331.6,38257.55,38294.15,0,59.5,4.860798822615655,,,11.0,38277.0,,,,,,,,u
17,2022-08-29 13:30:00+05:30,38291.0,38347.9,38250.6,38312.85,0,61.0,5.6252810596459115,,,22.0,38286.0,,,,,,,,u
18,2022-08-29 13:45:00+05:30,38312.6,38361.85,38284.1,38297.15,0,59.0,4.983443031764913,,,6.0,38289.0,,,,,,,,u
19,2022-08-29 14:00:00+05:30,38299.85,38342.85,38258.05,38332.75,0,62.1,6.438820980336049,,,27.0,38300.0,38278.0,,,,38370.8,38278.2,38185.5,u
20,2022-08-29 14:15:00+05:30,38332.35,38348.2,38274.4,38278.85,0,55.4,4.235313355954319,-0.0,11.0,-11.0,38294.0,38278.0,,,,38365.2,38282.8,38200.4,s
21,2022-08-29 14:30:00+05:30,38280.95,38315.9,38222.8,38312.1,0,58.3,5.594620007358596,6.0,6.0,11.0,38299.0,38281.0,,,,38367.5,38284.1,38200.7,s
22,2022-08-29 14:45:00+05:30,38311.5,38327.9,38230.6,38252.6,0,51.7,3.1621765258983108,-6.0,-11.0,-27.0,38287.0,38279.0,,,,38358.7,38279.4,38200.2,s
23,2022-08-29 15:00:00+05:30,38251.45,38291.35,38211.1,38249.65,0,51.4,3.0415763869016597,-6.0,-11.0,-22.0,38278.0,38276.0,,,,38348.3,38274.5,38200.8,s
24,2022-08-29 15:15:00+05:30,38252.85,38358.25,38249.9,38346.85,0,60.0,7.015248763337502,17.0,-0.0,35.0,38295.0,38283.0,,,,38353.3,38275.7,38198.2,u
25,2022-08-30 09:15:00+05:30,38516.95,38757.15,38489.35,38731.5,0,77.2,22.740280446424936,60.0,45.0,77.0,38404.0,38325.0,,,,38512.2,38299.4,38086.7,u
26,2022-08-30 09:30:00+05:30,38728.35,38781.35,38708.15,38760.0,0,77.9,23.905400433342887,60.0,48.0,74.0,38493.0,38367.0,,,,38615.6,38325.8,38035.9,u
27,2022-08-30 09:45:00+05:30,38762.4,38787.75,38725.9,38744.75,0,76.5,23.281959036834156,56.0,48.0,69.0,38556.0,38403.0,,,,38687.9,38354.3,38020.6,u
28,2022-08-30 10:00:00+05:30,38745.75,38782.1,38734.25,38766.05,0,77.1,24.15273292179401,54.0,48.0,65.0,38609.0,38437.0,,,,38754.5,38380.6,38006.7,u
29,2022-08-30 10:15:00+05:30,38766.25,38768.4,38719.8,38741.05,0,74.5,23.13069784555019,50.0,45.0,54.0,38642.0,38466.0,,,,38805.3,38404.9,38004.5,u
30,2022-08-30 10:30:00+05:30,38741.7,38850.0,38728.9,38844.5,0,77.9,27.359878991046987,56.0,48.0,63.0,38692.0,38502.0,,,,38872.0,38433.3,37994.6,u
31,2022-08-30 10:45:00+05:30,38849.2,38908.8,38833.25,38867.95,0,78.5,28.318547892563572,54.0,52.0,61.0,38736.0,38537.0,,,,38933.7,38463.0,37992.3,u
